,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
39745,52.0,0.00034700000000000003,0.39,272074.0,0.828,0.14400000000000002,0.128,-54529999999999900.0000000000,0.0284,81861.0000000000,0.5539999999999999,hard
37945,56.0,0.0984,0.396,197320.0,0.6709999999999999,0.0,0.0844,-69529999999999900.0000000000,0.0351,11995296059529000.0000000000,0.257,hard
38461,62.0,0.4529999999999999,0.508,213267.0,0.493,0.0,0.24100000000000002,-8786.0000000000,0.0327,127671.0000000000,0.467,hard
35378,56.0,0.92,0.551,260840.0,0.289,0.00011,0.124,-9.83,0.0268,108098.0000000000,0.43200000000000005,hard
35084,64.0,0.298,0.541,160080.0,0.608,0.0,0.2339999999999999,-13083.0000000000,0.106,17199200000000000.0000000000,0.938,hard
36558,60.0,0.316,0.68,-1.0,0.701,4.72e-06,0.111,-10.36,0.036000000000000004,108287.0000000000,0.9329999999999999,hard
36674,71.0,0.5379999999999999,0.4039999999999999,148053.0,0.43,0.0,0.0802,-12327.0000000000,0.2239999999999999,18006099999999900.0000000000,0.6409999999999999,hard
37136,66.0,0.0238,0.63,189227.0,0.9079999999999999,0.5920000000000001,0.1159999999999999,-2.42,0.0326,120522.0000000000,0.968,hard
39444,67.0,0.3379999999999999,0.633,-1.0,0.5589999999999999,0.0,0.262,-5135.0000000000,0.313,11498299999999900.0000000000,0.473,hard
35470,64.0,0.79,0.727,133507.0,0.3379999999999999,0.0,0.105,-13887.0000000000,0.0454,122421.0000000000,0.6459999999999999,hard
35253,60.0,0.2239999999999999,0.645,217156.0,0.557,0.0,0.374,-5882999999999990.0000000000,0.0329,10002600000000000.0000000000,0.461,hard
35936,64.0,0.039,0.8240000000000001,249533.0,0.366,0.106,0.0403,-10.96,0.145,73949.0000000000,0.895,hard
36340,57.0,0.0993,0.439,258160.0,0.591,0.00225,0.0718,-6407.0000000000,0.0419,12589299999999900.0000000000,0.397,hard
39529,71.0,0.0311,0.654,211960.0,0.726,6.35e-05,0.0618,-3803.0000000000,0.0401,10398700000000000.0000000000,0.728,hard
36343,53.0,0.634,0.608,168027.0,0.17800000000000002,0.35200000000000004,0.166,-17109.0000000000,0.0264,84.78,0.401,hard
36411,74.0,0.6,0.3339999999999999,336093.0,0.47200000000000003,3.77e-06,0.317,-8792.0000000000,0.0277,179167.0000000000,0.431,hard
36095,54.0,0.0219,0.597,218400.0,0.812,0.00106,0.102,-12062000000000000.0000000000,0.0315,135.68,0.823,hard
39214,58.0,0.0009570000000000001,0.445,192533.0,0.909,35100000000.0000000000,0.3779999999999999,-4109.0000000000,0.134,94025.0000000000,0.297,hard
35747,52.0,0.6559999999999999,0.42,351678.0,0.662,0.00042300000000000004,0.096,-9828.0000000000,0.0341,14794899999999900.0000000000,0.3779999999999999,hard
37328,53.0,0.392,0.373,331173.0,0.5710000000000001,0.0476,0.126,-9186.0000000000,0.0334,161874.0000000000,0.6559999999999999,hard
38606,56.0,0.0832,0.392,268467.0,0.835,0.00982,0.0769,-6553.0000000000,0.0596,144641.0000000000,0.12,hard
37128,64.0,0.17,0.505,-1.0,0.8370000000000001,0.0,0.113,-5146.0000000000,0.0358,140066.0000000000,0.623,hard
37099,54.0,0.655,0.6990000000000001,252067.0,0.1969999999999999,0.0,0.0716,-14792.0000000000,0.0383,12287100000000000.0000000000,0.361,hard
35245,68.0,0.0004059999999999,0.48700000000000004,160886.0,0.888,0.0010400000000000001,0.405,-47360000000000000.0000000000,0.0887,137939.0000000000,0.563,hard
37356,57.0,0.142,0.405,338240.0,0.7559999999999999,4.03e-05,0.638,-63610000000000000.0000000000,0.0307,11995296059529000.0000000000,0.606,hard
36375,71.0,0.0314,0.5589999999999999,205933.0,0.882,171000000000.0000000000,0.605,-42810000000000000.0000000000,0.157,126064.0000000000,0.634,hard
36062,62.0,0.0198,0.6,277533.0,0.912,6.52e-05,0.0883,-3449.0000000000,0.0724,110339.0000000000,0.506,hard
39821,57.0,0.175,0.541,174573.0,0.662,0.0,0.0803,-71960000000000000.0000000000,0.0382,144046.0000000000,0.742,hard
35204,58.0,0.161,0.41600000000000004,211487.0,0.53,1.34e-06,0.10800000000000001,-8182.0000000000,0.0255,102029.0000000000,0.379,hard
37285,62.0,0.0129,0.595,341533.0,0.804,196999999999.9990000000,0.299,-79110000000000000.0000000000,0.0326,89846.0000000000,0.586,hard
39754,64.0,0.25,0.546,178147.0,0.631,0.0,0.12300000000000001,-57570000000000000.0000000000,0.0283,129556.0000000000,0.569,hard
37225,64.0,0.0263,0.54,188333.0,0.78,7.12e-06,0.35,-5872000000000000.0000000000,0.0418,144011.0000000000,0.514,hard
39776,57.0,0.10300000000000001,0.2789999999999999,496573.0,0.47200000000000003,0.8740000000000001,0.063,-16.42,0.0295,115.13,0.135,hard
37824,55.0,0.131,0.5670000000000001,290827.0,0.569,0.011000000000000001,0.0714,-11963.0000000000,0.0335,10929299999999900.0000000000,0.75,hard
38155,54.0,0.0145,0.528,209206.0,0.875,0.0,0.138,-5912000000000000.0000000000,0.0436,136.83,0.479,hard
39261,59.0,0.133,0.445,226827.0,0.7709999999999999,0.0,0.273,-4607.0000000000,0.0501,14791299999999900.0000000000,0.4479999999999999,hard
38112,60.0,0.0819999999999999,0.8029999999999999,247160.0,0.718,0.0008810000000000001,0.079,-6457000000000000.0000000000,0.0357,11501700000000000.0000000000,0.9329999999999999,hard
36978,58.0,0.522,0.48,224947.0,0.5,0.0,0.193,-6202000000000000.0000000000,0.0279999999999999,149957.0000000000,0.41,hard
36380,59.0,0.00286,0.391,250627.0,0.557,0.0,0.209,-4.47,0.0291,145861.0000000000,0.142,hard
38973,64.0,0.664,0.4029999999999999,212640.0,0.45,7.57e-06,0.0946,-6314.0000000000,0.0297,147694.0000000000,0.1159999999999999,hard
39067,63.0,0.763,0.784,200147.0,0.4589999999999999,1.28e-06,0.0684,-10446.0000000000,0.0304,10695700000000000.0000000000,0.9309999999999999,hard
39450,61.0,0.000484,0.348,187907.0,0.893,6.36e-05,0.281,-45889999999999900.0000000000,0.0662,148043.0000000000,0.392,hard
38562,61.0,58700000000.0000000000,0.248,311200.0,0.988,0.84,0.3229999999999999,-3.74,0.14400000000000002,11995296059529000.0000000000,0.149,hard
35969,51.0,0.00925,0.6,201280.0,0.9,0.293,0.2689999999999999,-8434.0000000000,0.0457,11995296059529000.0000000000,0.9179999999999999,hard
35184,67.0,0.0609,0.648,242035.0,0.75,4.41e-06,0.10400000000000001,-3248.0000000000,0.0335,105.03,0.556,hard
38703,47.0,0.52,0.561,184632.0,0.715,0.0,0.11900000000000001,-63439999999999900.0000000000,0.0417,15395600000000000.0000000000,0.4529999999999999,hard
38826,55.0,0.287,0.677,237388.0,0.45,0.00185,0.0992,-9352.0000000000,0.0325,119912.0000000000,0.43200000000000005,hard
39883,53.0,0.258,0.49200000000000005,202032.0,0.7240000000000001,0.162,0.255,-6.79,0.0332,8423700000000000.0000000000,0.3229999999999999,hard
38904,61.0,0.21,0.494,180320.0,0.47,0.0,0.28,-9599.0000000000,0.0301,103477.0000000000,0.698,hard
39492,50.0,0.0722,0.557,183787.0,0.9009999999999999,0.0031100000000000004,0.14,-6311.0000000000,0.038,93.98,0.35700000000000004,hard
38243,60.0,0.27,0.546,196907.0,0.838,1.24e-05,0.0841,-3.51,0.0319,151914.0000000000,0.7190000000000001,hard
37979,58.0,0.267,0.406,320010.0,0.35100000000000003,0.000893,0.0967,-7871.0000000000,0.0311,118633.0000000000,0.24600000000000002,hard
38585,48.0,0.0010400000000000001,0.507,182987.0,0.9590000000000001,0.0,0.147,-4763.0000000000,0.11800000000000001,165136.0000000000,0.436,hard
37892,70.0,0.748,0.401,-1.0,0.527,0.00305,0.359,-15632.0000000000,0.0615,133749.0000000000,0.20800000000000002,hard
37580,54.0,0.0523,0.6940000000000001,215307.0,0.951,0.0033799999999999,0.293,-5.4,0.0784,120014.0000000000,0.74,hard
36424,75.0,0.0626,0.36,264067.0,0.505,9.22e-05,0.172,-9129.0000000000,0.026000000000000002,74807.0000000000,0.317,hard
38912,56.0,0.0193,0.614,323600.0,0.677,0.518,0.10800000000000001,-8317.0000000000,0.0323,126477.0000000000,0.7170000000000001,hard
39678,70.0,0.272,0.47,-1.0,0.809,0.00671,0.0491,-6.74,0.0495,151836.0000000000,0.49,hard
39907,61.0,0.836,0.33,187040.0,0.214,0.0701,0.17800000000000002,-17699.0000000000,0.0311,147795.0000000000,0.275,hard
36865,62.0,0.4479999999999999,0.504,-1.0,0.501,0.0,0.19,-11899000000000000.0000000000,0.0385,94961.0000000000,0.731,hard
35013,55.0,0.266,0.7070000000000001,221626.0,0.6940000000000001,1.04e-06,0.28300000000000003,-5381.0000000000,0.0329,115993.0000000000,0.518,hard
37899,65.0,0.195,0.606,172640.0,0.805,8.81e-06,0.109,-5399.0000000000,0.214,11995296059529000.0000000000,0.725,hard
37852,68.0,0.00107,0.46,-1.0,0.7959999999999999,0.0,0.106,-4501.0000000000,0.0333,10001100000000000.0000000000,0.182,hard
38669,54.0,0.000314,0.503,177240.0,0.741,0.574,0.44,-56720000000000000.0000000000,0.0357,12099799999999900.0000000000,0.544,hard
35149,65.0,0.5660000000000001,0.368,-1.0,0.575,0.0,0.1159999999999999,-5.1,0.0443,197639.0000000000,0.294,hard
37109,54.0,0.0448,0.675,274253.0,0.527,2.65e-06,0.1009999999999999,-9501.0000000000,0.0263,113881.0000000000,0.66,hard
38148,60.0,0.0553,0.568,246493.0,0.871,0.51,0.303,-34530000000000000.0000000000,0.0308,119.99,0.374,hard
35846,71.0,0.0087599999999999,0.5329999999999999,170813.0,0.905,0.578,0.0698,-5.27,0.0754,108.9,0.486,hard
36133,51.0,0.0483,0.498,227400.0,0.68,0.0,0.1689999999999999,-5.34,0.0332,160043.0000000000,0.695,hard
35156,53.0,0.973,0.107,345373.0,0.289,0.934,0.0812,-16.15,0.0337,7778699999999990.0000000000,0.0364,hard
38596,54.0,0.929,0.1889999999999999,390328.0,0.195,0.807,0.0798,-19454.0000000000,0.0335,12686200000000000.0000000000,0.0389,hard
36057,65.0,0.0521,0.8290000000000001,-1.0,0.8440000000000001,0.00148,0.171,-4329.0000000000,0.0966,130.04,0.762,hard
36595,56.0,0.00227,0.56,218554.0,0.688,0.0,0.0596,-4437.0000000000,0.0559999999999999,76997.0000000000,0.611,hard
38013,66.0,0.623,0.752,233280.0,0.5429999999999999,0.0706,0.107,-9482999999999990.0000000000,0.0398,126001.0000000000,0.282,hard
37034,66.0,0.444,0.579,245640.0,0.605,0.0006450000000000001,0.11,-6686.0000000000,0.0328,12179299999999900.0000000000,0.74,hard
38423,62.0,0.0090599999999999,0.508,225000.0,0.991,1.28e-05,0.316,-1768.0000000000,0.12300000000000001,95524.0000000000,0.295,hard
36812,64.0,0.0766,0.397,327400.0,0.499,1.55e-06,0.111,-10972000000000000.0000000000,0.0685,171067.0000000000,0.36700000000000005,hard
37701,61.0,0.0017399999999999,0.564,257347.0,0.941,6.42e-05,0.242,-4787.0000000000,0.051,112008.0000000000,0.542,hard
38044,64.0,0.0125,0.522,245960.0,0.9229999999999999,0.017,0.0854,-4.56,0.0539,11995296059529000.0000000000,0.595,hard
35477,49.0,0.0008210000000000001,0.3429999999999999,217440.0,0.89,0.0,0.0912,-57589999999999900.0000000000,0.0655,100061.0000000000,0.525,hard
38294,54.0,0.503,0.22,419400.0,0.44,0.862,0.12,-9456.0000000000,0.0352,79095.0000000000,0.13,hard
39079,55.0,0.00394,0.507,207724.0,0.6629999999999999,0.0001889999999999,0.13,-9163.0000000000,0.139,94884.0000000000,0.327,hard
38501,53.0,0.00824,0.502,211809.0,0.758,0.0,0.102,-5035.0000000000,0.0718,149738.0000000000,0.423,hard
35284,67.0,0.000932,0.513,258920.0,0.877,0.0001629999999999,0.136,-37560000000000000.0000000000,0.0292,14591899999999900.0000000000,0.389,hard
36746,51.0,0.151,0.7659999999999999,291800.0,0.6809999999999999,8.68e-05,0.266,-6919.0000000000,0.0565,141.94,0.853,hard
39629,56.0,0.654,0.529,-1.0,0.3429999999999999,596999999999.9990000000,0.121,-16192.0000000000,0.044000000000000004,153466.0000000000,0.6609999999999999,hard
37891,57.0,0.58,0.518,-1.0,0.41700000000000004,0.0,0.0722,-13267999999999900.0000000000,0.0325,11995296059529000.0000000000,0.311,hard
36946,53.0,0.775,0.435,-1.0,0.384,0.92,0.11900000000000001,-14024000000000000.0000000000,0.0289,159092.0000000000,0.171,hard
35105,53.0,0.0038799999999999,0.615,280347.0,0.889,0.0,0.0947,-2539.0000000000,0.0371,131.96,0.659,hard
37809,63.0,0.0915,0.546,205333.0,0.7859999999999999,86699999999.9999000000,0.168,-5.06,0.0401,12600299999999900.0000000000,0.679,hard
38575,68.0,0.083,0.503,-1.0,0.8240000000000001,0.0,0.21,-4039.0000000000,0.0524,161981.0000000000,0.4479999999999999,hard
38689,57.0,0.405,0.584,199036.0,0.74,4.15e-06,0.569,-6313.0000000000,0.242,62916000000000000.0000000000,0.33,hard
38666,68.0,0.0189,0.7170000000000001,205000.0,0.7959999999999999,8.94e-05,0.19,-3677.0000000000,0.0303,10501700000000000.0000000000,0.9420000000000001,hard
35535,53.0,0.56,0.574,182267.0,0.563,9.39e-05,0.3229999999999999,-8543.0000000000,0.0292,134083.0000000000,0.67,hard
36891,57.0,0.621,0.657,213958.0,0.49,0.81,0.106,-12.27,0.0393,11995296059529000.0000000000,0.53,hard
35686,54.0,0.4539999999999999,0.385,130333.0,0.7909999999999999,0.0,0.0755,-2647.0000000000,0.0949,194638.0000000000,0.764,hard
38799,53.0,0.00351,0.42200000000000004,205427.0,0.953,1.03e-06,0.575,-59270000000000000.0000000000,0.12300000000000001,152009.0000000000,0.2,hard
38949,55.0,0.0226,0.4479999999999999,224550.0,0.55,0.205,0.0425,-74270000000000000.0000000000,0.026000000000000002,81814.0000000000,0.7090000000000001,hard
39671,53.0,0.000252,0.276,266027.0,0.883,0.462,0.0973,-5625.0000000000,0.0446,16405200000000000.0000000000,0.1639999999999999,hard
